split,id,landmark_index,ere,ere_mm,true_radial_error_px,true_radial_error_mm
validation,RBS20021936_6L,2,6.066436767578125,0.425081729888916,5.830951690673828,0.4085812270641327
validation,RBS20021936_6L,3,6.318357944488525,0.4427342414855957,3.605551242828369,0.25264495611190796
validation,RBS20021936_6L,4,6.671140193939209,0.4674539566040039,11.180339813232422,0.7834187150001526
validation,RBS20021936_6L,5,4.909387588500977,0.3440062701702118,6.0,0.420426607131958
validation,RBS20021936_6L,6,5.2812089920043945,0.37006011605262756,27.0,1.891919732093811
validation,RBS20021936_6L,7,6.8498125076293945,0.47997400164604187,8.246211051940918,0.5778211355209351
validation,RBS19376368_8L,1,6.789376258850098,0.47573885321617126,40.112342834472656,2.810715913772583
validation,RBS19376368_8L,2,7.665046215057373,0.5370982885360718,14.317821502685547,1.0032655000686646
validation,RBS19376368_8L,3,11.324823379516602,0.7935421466827393,6.324555397033691,0.4431685507297516
validation,RBS19376368_8L,4,8.237106323242188,0.5771831274032593,7.071067810058594,0.49547749757766724
validation,RBS19376368_8L,5,12.742981910705566,0.8929144144058228,3.0,0.210213303565979
validation,RBS19376368_8L,6,4.6277313232421875,0.3242700695991516,2.0,0.14014220237731934
validation,RBS19376368_8L,7,7.158609390258789,0.501611590385437,10.440306663513184,0.7315638065338135
validation,RBS18260034_2R,1,15.513334274291992,1.0870361328125,8.5440034866333,0.5986877679824829
validation,RBS18260034_2R,2,20.912540435791016,1.4653654098510742,4.4721360206604,0.31336748600006104
validation,RBS18260034_2R,3,6.373658180236816,0.4466094970703125,2.0,0.14014220237731934
validation,RBS18260034_2R,4,8.331074714660645,0.583767831325531,8.5440034866333,0.5986877679824829
